Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website;;;;;;;;;;;
Speciale Reserve Ale;1438;23;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Allagash Brewing;100 Industrial Way;Portland;Maine;United States;43.7028; -70.3166;http://www.allagash.com/;;;;;;;;;;
Scorpion Pale Ale;1439;875;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Moab Brewery;686 South Main Street;Moab;Utah;United States;38.5657; -109.55;;;;;;;;;;;
Danger Ale;144;447;3;38;5;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Dick's Brewing;5945 Prather Road;Centralia;Washington;United States;46.7713; -123.007;;;;;;;;;;
Export;1440;18;-1;-1;5;400000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Alaus Darykla Kalnapilis;Taikos aleja 1;Panevys;;Lithuania;;;;;;;;;;;;
Dry Stout;1441;1263;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Thunderhead Brewery;18 East 21st Street;Kearney;Nebraska;United States;40.6966; -99.0815;;;;;;;;;;;
Dark Wheat;1442;1263;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Thunderhead Brewery;18 East 21st Street;Kearney;Nebraska;United States;40.6966; -99.0815;;;;;;;;;;;
Cream Ale;1443;1263;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Thunderhead Brewery;18 East 21st Street;Kearney;Nebraska;United States;40.6966; -99.0815;;;;;;;;;;;
Porter;1444;1263;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Thunderhead Brewery;18 East 21st Street;Kearney;Nebraska;United States;40.6966; -99.0815;;;;;;;;;;;
Amber Ale;1445;1263;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Thunderhead Brewery;18 East 21st Street;Kearney;Nebraska;United States;40.6966; -99.0815;;;;;;;;;;;
Summer Gueuze;1446;1263;5;70;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Belgian-Style Fruit Lambic;Belgian and French Ale;Thunderhead Brewery;18 East 21st Street;Kearney;Nebraska;United States;40.6966; -99.0815;;;;;;;;;;;
Double Gueuze (discontinued);1447;590;5;70;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Belgian-Style Fruit Lambic;Belgian and French Ale;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295; -97.3623;;;;;;;;;;;
Pioneer Pale Ale (discontinued);1448;590;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295; -97.3623;;;;;;;;;;;
English Brown Ale (discontinued);1449;590;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295; -97.3623;;;;;;;;;;;
Irish Style Ale;145;447;-1;-1;5;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Dick's Brewing;5945 Prather Road;Centralia;Washington;United States;46.7713; -123.007;;;;;;;;;;
Octoberfest (discontinued);1450;590;7;84;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Oktoberfest;German Lager;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295; -97.3623;;;;;;;;;;;
Porter;1451;258;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Broad Ripple Brewing;842 East 65th Street;Indianapolis;Indiana;United States;39.8735; -86.1427;;;;;;;;;;;
Pilsner;1452;1065;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Rock Bottom Restaurant & Brewery - Milwaukee;740 North Plankinton Avenue;Milwaukee;Wisconsin;United States;43.0399; -87.9117;;;;;;;;;;;
Hefeweizen;1453;1065;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Rock Bottom Restaurant & Brewery - Milwaukee;740 North Plankinton Avenue;Milwaukee;Wisconsin;United States;43.0399; -87.9117;;;;;;;;;;;
Sherwood Forest IPA;1454;1219;3;31;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Sullivan's Black Forest Brew Haus & Grill;281 Heinlein Strasse;Frankenmuth;Michigan;United States;43.3152; -83.7314;;;;;;;;;;;
Cat Tail Pale Ale;1455;65;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Backwater Brewing;1429 West Service Drive;Winona;Minnesota;United States;44.0486; -91.6774;;;;;;;;;;;
Centennial IPA;1456;549;3;31;7;199999809;0;0;0;;Selected as a benchmark for the Beer Judge Certification Program used in all American based beer judgings. Centennial IPA has quickly become the IPA of choice. Pour yourself a pint of this complex flavorful ale and bask in the frothy head's floral bouquet. Relish the immense citrus accents; achieved by the abundance of dry hopping. This ale's sweet; malty undertones balance the hop character with a finish that never turns too bitter.;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Founders Brewing;235 Grandville Avenue SW;Grand Rapids;Michigan;United States;42.9585; -85.6735;http://www.foundersbrewing.com/;;;;;;;
Bill Old Ale;1457;764;1;13;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Old Ale;British Ale;Lafayette Brewing;622 Main Street;Lafayette;Indiana;United States;40.4194; -86.89;;;;;;;;;;;
Stein Bock;1458;1206;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Stone City Brewing;;Solon;Iowa;United States;41.8072; -91.4941;;;;;;;;;;;
120 Shilling Scotch Ale;1459;756;1;15;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Scotch Ale;British Ale;Kuhnhenn Brewing;5919 Chicago Road;Warren;Michigan;United States;42.5278; -83.0472;http://www.kbrewery.com/;;;;;;;;;;
Yeti Special Export;146;1392;8;95;7;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Yuksom Breweries;;Malli;Sikkim;India;;;;;;;;;;;;;
Caramel Rye;1460;941;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Old Hat Brewery;114 North Main Street;Lawton;Michigan;United States;42.1682; -85.8497;;;;;;;;;;;
Alt;1461;941;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Old Hat Brewery;114 North Main Street;Lawton;Michigan;United States;42.1682; -85.8497;;;;;;;;;;;
Amber Plus;1462;689;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Illinois Brewing;102 North Center Street #111;Bloomington;Illinois;United States;40.4787; -88.9946;;;;;;;;;;;
Dark Star;1463;90;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;BBC Brewing Co.; LLC;636 East Main Street;Louisville;Kentucky;United States;38.2546; -85.7401;http://www.bluegrassbrew.com;;;;;;;;;
American Pale Ale;1464;90;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;BBC Brewing Co.; LLC;636 East Main Street;Louisville;Kentucky;United States;38.2546; -85.7401;http://www.bluegrassbrew.com;;;;;;;;;
Dreadnaught Imperial IPA;1465;1260;3;32;9;5;0;0;0;;A hop lover�۪s dream! Mango and peach aromas with a crisp citrus finish.;0;2010-07-22 22:00:00+02:00;Imperial or Double India Pale Ale;North American Ale;Three Floyds Brewing;9750 Indiana Parkway;Munster;Indiana;United States;41.5354; -87.5158;http://www.threefloydspub.com/;;;;;;;;;
Top Heavy Hefeweizen;1466;983;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Piece;1927 West North Avenue;Chicago;Illinois;United States;41.9104; -87.6761;;;;;;;;;;;
9�_ Wheats;1467;527;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Fitger's Brewhouse; Brewery and Grill;600 East Superior Street;Duluth;Minnesota;United States;46.7926; -92.0909;;;;;;;;;;
Blonde Bock;1468;888;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Moosejaw Pizza & Dells Brewing Company;110 Wisconsin Dells Parkway South;Wisconsin Dells;Wisconsin;United States;43.5907; -89.7939;;;;;;;;;;;
Irish Red Ale;1469;1339;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Water Street Brewery;1101 North Water Street;Milwaukee;Wisconsin;United States;43.0448; -87.9114;;;;;;;;;;;
Steelie Brown Ale;147;1151;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Skagit River Brewing;404 South Third Street;Mount Vernon;Washington;United States;48.4192; -122.335;;;;;;;;;;;
Scottish Ale;1470;9;-1;-1;4;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Aberdeen Brewing;210 Aberdeen Dr.;Valparaiso;Indiana;United States;41.4392; -87.1078;;;;;;;;;;
Old Roundout Pale Ale;1471;854;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Mickey Finn's Brewery;412 North Milwaukee Avenue;Libertyville;Illinois;United States;42.2872; -87.9538;;;;;;;;;;;
Altbier;1472;141;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;BluCreek Brewing Company;2605 South Stoughton Road;Madison;Wisconsin;United States;43.0598; -89.3085;;;;;;;;;;;
Whiskey Barrel Whitetail Cream Ale;1473;1103;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Sand Creek Brewing Company;320 Pierce St;Black River Falls;Wisconsin;United States;44.2929; -90.8511;http://www.sandcreekbrewing.com/;;;;;;;;;;
Artisan Saison;1474;1069;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Rocky River Brewing;21290 Center Ridge Road;Rocky River;Ohio;United States;41.4623; -81.856;;;;;;;;;;;
Oompa Loompa Chocolate Stout;1475;1069;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Rocky River Brewing;21290 Center Ridge Road;Rocky River;Ohio;United States;41.4623; -81.856;;;;;;;;;;;
Dubbel Dragon;1476;463;5;72;7;199999809;0;0;0;;This Dubbel style Belgian beer is created in the great Belgian tradition. Pale Malt; Caramel and Special B Malts impart a unique sweetness to this beer. The traditional Belgian yeast fully ferments the Belgian Candi Sugar to give a satisfying taste that is twice what a Belgian pale delivers.;0;2010-07-22 22:00:00+02:00;Other Belgian-Style Ales;Belgian and French Ale;Dragonmead Microbrewery;14600 East Eleven Mile Road;Warren;Michigan;United States;42.493; -82.9753;;;;;;;;;
Caramel Bock;1477;57;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;August Schell Brewing;1860 Schell Road;New Ulm;Minnesota;United States;44.2896; -94.449;http://www.schellsbrewery.com/;;;;;;;;;;
London Banker ESB;1478;596;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Granite City Food & Brewery - Saint Cloud;3945 Second Street South;Saint Cloud;Minnesota;United States;45.5498; -94.2067;;;;;;;;;;;
Red Lager;1479;1169;8;95;4;599999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;South Shore Brewery;808 West Main Street;Ashland;Wisconsin;United States;46.5872; -90.8921;;;;;;;;;;
Bond Street 19th Anniversary;148;441;-1;-1;8;699999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Deschutes Brewery;901 SW Simpson Avenue;Bend;Oregon;United States;44.0474; -121.323;http://www.deschutesbrewery.com/;;;;;;;;;
Pale Ale;1480;946;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Onion Pub & Brewery;22221 Pepper Road;Lake Barrington;Illinois;United States;42.1865; -88.1835;;;;;;;;;;;
Blackburn Doppelbock;1481;550;7;90;7;900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Founders Hill Brewing;;Downers Grove;Illinois;United States;41.8089; -88.0112;;;;;;;;;;
Hopfenkopf;1482;1295;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Twin Ports Brewing;;Superior;Wisconsin;United States;46.7208; -92.1041;;;;;;;;;;;
Porter;1483;947;2;25;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Onopa Brewing;;Milwaukee;Wisconsin;United States;43.0389; -87.9065;;;;;;;;;;;
Oak Aged Single Malt;1484;869;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Minneapolis Town Hall Brewery;1430 Washington Avenue South;Minneapolis;Minnesota;United States;44.9732; -93.2479;http://www.townhallbrewery.com/;;;;;;;;;;
Old Skeezer Barley Wine;1485;973;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Pearl Street Brewery;1401 Saint Andrew Street;La Crosse;Wisconsin;United States;43.8344; -91.2362;;;;;;;;;;;
Hemp Ale;1486;32;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;America's Brewing;205 North Broadway;Aurora;Illinois;United States;41.7605; -88.309;;;;;;;;;;;
Evolutionary IPA;1487;576;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Glen Ellyn Sports Brew;;Glen Ellyn;Illinois;United States;41.8775; -88.067;;;;;;;;;;;
Bitter Woman From Hell Extra IPA;1488;1301;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Tyranena Brewing;1025 Owen Street;Lake Mills;Wisconsin;United States;43.0862; -88.8967;http://www.tyranena.com;;;;;;;;;;
India Pale Ale;1489;47;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Arcadia Brewing;103 West Michigan Avenue;Battle Creek;Michigan;United States;42.322; -85.1851;http://www.arcadiaales.com/;;;;;;;;;;
Trumpeter;149;1151;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Skagit River Brewing;404 South Third Street;Mount Vernon;Washington;United States;48.4192; -122.335;;;;;;;;;;;
Madelia Mild;1490;71;1;10;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;English-Style Pale Mild Ale;British Ale;Bandana Brewery;;Mankato;Minnesota;United States;44.1636; -93.9994;;;;;;;;;;;
Big Swede Swedish-Style Imperial Stout;1491;1327;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Viking Brewing;234 Dallas Street West;Dallas;Wisconsin;United States;45.2585; -91.8181;;;;;;;;;;;
2nd Street Amber;1492;617;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Grumpy Troll Restaurant and Brewery;105 South Second Street;Mount Horeb;Wisconsin;United States;43.0081; -89.7383;;;;;;;;;;;
Imperial Stout;1493;1103;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Sand Creek Brewing Company;320 Pierce St;Black River Falls;Wisconsin;United States;44.2929; -90.8511;http://www.sandcreekbrewing.com/;;;;;;;;;;
Pale Ale;1494;102;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Bent River Brewing;1413 Fifth Avenue;Moline;Illinois;United States;41.5059; -90.5171;;;;;;;;;;;
Scottish Ale;1495;347;1;15;5;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;Scotch Ale;British Ale;Carlyle Brewing;215 East State Street;Rockford;Illinois;United States;42.2689; -89.0907;;;;;;;;;;
Salmon Tail Pale Ale;1496;472;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Duneland Brewhouse Pub and Restaurant;;Michigan City;Indiana;United States;41.7075; -86.895;;;;;;;;;;;
Poplar Porter;1497;922;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
Red;1498;1039;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Rail House Restaurant and Brewpub;2029 Old Peshtigo Road;Marinette;Wisconsin;United States;45.0851; -87.6544;;;;;;;;;;;
Griesendiech Pilsner;1499;924;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;O'Fallon Brewery;26 West Industrial Drive;O'Fallon;Missouri;United States;38.8058; -90.7532;;;;;;;;;;;
Oak-Aged Belgian Tripel;15;1315;-1;-1;9;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Upstream Brewing Company at Legacy;17070 Wright Plaza;Omaha;Nebraska;United States;41.2331; -96.1811;;;;;;;;;;;
Nitro Porter;150;1264;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Thunderhead Brewery #2;120 East Third Street;Grand Island;Nebraska;United States;40.9259; -98.3397;;;;;;;;;;;
Colony Oatmeal Stout;1500;865;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Millstream Brewing;835 48th Avenue;Amana;Iowa;United States;41.7972; -91.8652;;;;;;;;;;;
Kayak K̦lsch;1501;768;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Lake Superior Brewing;2711 West Superior Street;Duluth;Minnesota;United States;46.7611; -92.1319;;;;;;;;;;;
Coffee Ale;1502;603;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Great Dane Pub and Brewing #2;2980 Cahill Main;Fitchburg;Wisconsin;United States;43.0177; -89.4232;;;;;;;;;;;
Foxy Brown;1503;603;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Great Dane Pub and Brewing #2;2980 Cahill Main;Fitchburg;Wisconsin;United States;43.0177; -89.4232;;;;;;;;;;;
Maibock;1504;752;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;K̦stritzer Schwarzbierbrauerei;Heinrich-Schtz-Strae 16;Bad K̦stritz;Th�_ringen;Germany;;;;;;;;;;;;;
Augsburger Dark;1505;1200;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Stevens Point Brewery;2617 Water Street;Stevens Point;Wisconsin;United States;44.5104; -89.5734;;;;;;;;;;;
Augsburger Golden;1506;1200;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Stevens Point Brewery;2617 Water Street;Stevens Point;Wisconsin;United States;44.5104; -89.5734;;;;;;;;;;;
Left Hand Milk Stout;1507;779;1;20;5;900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;Sweet Stout;British Ale;Left Hand Brewing Company;1265 Boston Avenue;Longmont;Colorado;United States;40.1587; -105.113;http://www.lefthandbrewing.com/;;;;;;;;;
Gritstone Premium Ale;1508;912;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Niagara Falls Brewing;6863 Lundy's Lane;Niagara Falls;Ontario;Canada;43.0893; -79.11;;;;;;;;;;;
Het Kapittel Pater;1509;301;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brouwerij Van Eecke;Douvieweg 2;Watou;West-Vlaanderen;Belgium;50.8612; 2.6615;;;;;;;;;;;
Fourteen;151;62;-1;-1;9;460000038;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Avery Brewing Company;5763 Arapahoe Avenue;Boulder;Colorado;United States;40.0166; -105.219;http://www.averybrewing.com/;;;;;;;;;
Bock;1510;1200;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Stevens Point Brewery;2617 Water Street;Stevens Point;Wisconsin;United States;44.5104; -89.5734;;;;;;;;;;;
Special Amber;1511;1181;8;95;5;0;0;0;;A delicate balance of toasted malt and fresh hops give this medium-bodied German-style lager an intriguing; complex malt flavor. A creamy head; deep golden color and an impressive hop bouquet make this a very special beer.;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Sprecher Brewing;701 West Glendale Avenue;Glendale;Wisconsin;United States;43.1; -87.9198;http://www.sprecherbrewery.com/;;;;;;;;
Luna Stout;1512;608;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Green Bay Brewing;313 Dousman Street;Green Bay;Wisconsin;United States;44.5189; -88.0196;;;;;;;;;;;
Malteser Weissbier;1513;1217;4;50;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Stuttgarter Hofbru;Bblinger Strae 104;Stuttgart;Baden-Wrttemberg;Germany;;;;;;;;;;;;;
Kr�_usen Naturtr�_b;1514;228;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauhaus Faust;Hauptstrae 219;Miltenberg;Bayern;Germany;49.6993; 9.2492;;;;;;;;;;;
Original Badebier / Original Bathbeer Monastery Fun;1515;744;7;86;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Schwarzbier;German Lager;Klosterbrauerei Neuzelle;Brauhausplatz 1;Neuzelle;Brandenburg;Germany;52.091; 14.6509;;;;;;;;;;;
Export Premium;1516;785;-1;-1;5;400000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Licher Privatbrauerei;In den Hardtberggrten;Lich;Hessen;Germany;50.5208; 8.8166;;;;;;;;;;
Doppelbock Dunkel;1517;40;7;90;7;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Andechser Klosterbrauerei;Bergstrae 2;Andechs;Bayern;Germany;47.9775; 11.185;;;;;;;;;;;
Export;1518;564;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;F�_rstlich F�_rstenbergische Brauerei;Postplatz 1-4;Donaueschingen;Baden-Wrttemberg;Germany;;;;;;;;;;;;;
Urthel Novicius Vertus;1519;431;-1;-1;5;900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;De Leyerth Brouwerijen;Krommekeerstraat 21;Ruiselede;West-Vlaanderen;Belgium;51.0811; 3.3699;;;;;;;;;;
Old Stock Ale 2007;152;919;1;13;11;69999981;0;0;0;;;0;2010-07-22 22:00:00+02:00;Old Ale;British Ale;North Coast Brewing Company;455 North Main Street;Fort Bragg;California;United States;39.4466; -123.806;http://www.northcoastbrewing.com/home.htm;;;;;;;;;
Urthel Tonicum Finiboldhus;1520;431;-1;-1;7;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;De Leyerth Brouwerijen;Krommekeerstraat 21;Ruiselede;West-Vlaanderen;Belgium;51.0811; 3.3699;;;;;;;;;;
Double Hop Premium Ale;1521;554;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Frederic Robinson Ltd.;Unicorn Brewery;Stockport;Cheshire;United Kingdom;41.499; -72.9007;;;;;;;;;;;
Original;1522;804;-1;-1;5;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;L̦wenbr�_u Brauerei;Nymphenburger Stra��e 4;M�_nchen;Bayern;Germany;;;;;;;;;;;;
Schwarzbier;1523;752;7;86;4;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Schwarzbier;German Lager;K̦stritzer Schwarzbierbrauerei;Heinrich-Schtz-Strae 16;Bad K̦stritz;Th�_ringen;Germany;;;;;;;;;;;;
